formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
Mg5Ga,-0.004374139,21.08054968,819.6516667,137.8333333,0.5,1.393333333,0.166666667,1.666666667,2.646666667,10.32555556
MgGa2,-0.060749663,18.50500356,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
MgGa,-0.074138936,18.90310014,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
MgGa3,-0.041489064,18.21920621,457.9325,126.75,0.5,1.685,0.75,7.5,2.646666667,8.781666667
Mg5Ga,-0.0020206,21.00696833,819.6516667,137.8333333,0.5,1.393333333,0.166666667,1.666666667,2.646666667,10.32555556
MgGa,-0.071397641,19.12755406,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
Mg3Ga,-0.031760001,20.4716459,767.9775,136.25,0.5,1.435,0.25,2.5,2.646666667,10.105
Mg2Ga,-0.054478961,20.72231638,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
MgGa2,-0.057370412,19.41826458,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
Mg2Ga,-0.054423117,20.422184,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
GaPd3,-0.435699447,14.74254514,1446.765,134.75,0.39,2.1025,0.25,10,3.32,5.63
GaHg3,0.065077746,25.32909395,251.4675,129.5,0.19,1.9525,0.25,10,2.76,6.05
In3Ga,0.0651437,24.34314179,398.04,137,0.03,1.7875,1,10,1.53,9.2675
Mg3Ga,-0.028558281,20.28650814,767.9775,136.25,0.5,1.435,0.25,2.5,2.646666667,10.105
InGa3,0.065662756,21.48213155,334.62,127,0.03,1.8025,1,10,1.53,8.5025
GaHg3,0.066584939,25.60323293,251.4675,129.5,0.19,1.9525,0.25,10,2.76,6.05
MgGa2,-0.052388838,19.42551196,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
Mg2Ga,-0.047960861,20.75331659,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
MgGa,-0.064076384,20.1547239,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
GaHg3,0.069223859,25.12830208,251.4675,129.5,0.19,1.9525,0.25,10,2.76,6.05
MgGa2,-0.049880045,19.18382202,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
MgGa5,0.002726481,18.9743776,406.2583333,125.1666667,0.5,1.726666667,0.833333333,8.333333333,2.646666667,8.561111111
Mg2Ga,-0.045465882,20.74608428,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
Ga3Bi,0.069062201,23.25154115,363.2825,128.5,0.21,1.8625,1.5,10,7.72,6.19
Mg2Ga,-0.043763771,20.68183684,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
Ga3Ag,0.065323063,18.87207274,535.915,127.75,0.12,1.84,0.75,10,1.13,7.8375
In3Ga,0.073826937,24.62747812,398.04,137,0.03,1.7875,1,10,1.53,9.2675
Ga3Hg,0.075003838,20.89920108,285.7625,124.5,0.19,1.8575,0.75,10,2.76,7.43
MgGa,-0.057423165,19.80273976,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
MgGa,-0.057274021,19.81032381,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
Mg2Ga,-0.040331393,20.79131693,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
GaPb3,0.078818362,29.25632817,526.185,140,0.52,2.2,1.75,10,1.125,7.27625
GaSn3,0.078918769,25.44902405,454.5375,134.75,0.15,1.9225,1.75,10,1.06,7.325
Mg5Ga,0.017090153,22.01199225,819.6516667,137.8333333,0.5,1.393333333,0.166666667,1.666666667,2.646666667,10.32555556
MgGa3,-0.020593779,19.84567902,457.9325,126.75,0.5,1.685,0.75,7.5,2.646666667,8.781666667
Mg3Ga,-0.012984856,21.28908141,767.9775,136.25,0.5,1.435,0.25,2.5,2.646666667,10.105
Mg2Ga,-0.035831951,19.90903422,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
Ga3Ag,0.073675067,18.82107967,535.915,127.75,0.12,1.84,0.75,10,1.13,7.8375
Cd3Ga,0.081890297,21.02443191,521.3925,138.5,0.12,1.72,0.25,10,0.8,7.52
Mg2Ga,-0.034564074,20.80625704,716.3033333,134.6666667,0.5,1.476666667,0.333333333,3.333333333,2.646666667,9.884444444
MgGa5,0.014964185,19.14335268,406.2583333,125.1666667,0.5,1.726666667,0.833333333,8.333333333,2.646666667,8.561111111
LiMg2,-0.028244119,21.19366432,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Li3Zn,-0.082398709,15.95557674,513.4375,126.5,0.67,1.1475,0,2.5,18.51833333,19.70541667
LiMg2,-0.027757741,21.51502883,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg3,-0.013500748,21.92090046,805.6725,137.75,0.33,1.2275,0,0,13.56833333,14.15875
LiMg2,-0.027171891,21.31554798,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg,-0.022810886,21.02777573,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiHg3,-0.171364115,21.69479468,289.1625,131,1.02,1.745,0,7.5,18.975,10.10375
LiMg,-0.021892674,21.09763854,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg,-0.021480803,20.9216797,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg2,-0.024998696,21.39912553,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.024159344,21.28497085,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Li3Zn,-0.077876816,16.20167767,513.4375,126.5,0.67,1.1475,0,2.5,18.51833333,19.70541667
LiMg2,-0.022746249,21.43182083,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg,-0.018473591,21.02700201,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Li3Ga,-0.218064995,15.68865138,415.995,126.5,0.83,1.1875,0.25,2.5,16.215,20.28125
LiSn3,-0.129174582,24.55880997,492.2325,136.25,0.98,1.715,1.5,7.5,17.275,11.37875
LiMg3,-0.007837525,21.45712654,805.6725,137.75,0.33,1.2275,0,0,13.56833333,14.15875
LiMg2,-0.021353167,21.2661121,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.019914034,21.35972285,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.017471556,21.56498526,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.017338147,21.66626268,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.017098954,21.44036441,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg2,-0.015943109,21.485353,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
NaLi3,0.040659859,25.01447771,432.985,137.5,0.05,0.9675,0,0,0.225,24.27875
LiMg,-0.011370676,21.24112301,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiTl3,-0.086762439,25.92007416,546.1725,140.75,0.64,1.46,0.75,7.5,16.785,11.74625
NaLi3,0.043194687,24.92844603,432.985,137.5,0.05,0.9675,0,0,0.225,24.27875
LiPt2,-0.495923112,16.72959471,1512.163333,133.3333333,1.3,1.846666667,0,6,17.835,12.445
LiMg,-0.008829643,21.54492365,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg,-0.007743541,21.57395692,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg2,-0.009191604,21.81134502,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiTl3,-0.081129934,26.12619529,546.1725,140.75,0.64,1.46,0.75,7.5,16.785,11.74625
Li3Al,-0.07757908,16.63377353,573.635,126.25,0.63,1.1375,0.25,0,17.535,19.95125
Li3Cu,0.056218755,14.70668514,679.71,129,0.92,1.21,0,2.5,18.185,19.78875
Li3Ca,0.045540925,26.60572532,619.0175,140,0.02,0.985,0,0,1.398333333,24.68458333
Li3Ca,0.046671715,26.72463168,619.0175,140,0.02,0.985,0,0,1.398333333,24.68458333
LiNi3,0.062328318,10.49050396,1409.4225,125,0.93,1.6775,0,6,17.535,11.18375
LiRh3,-0.078609514,13.69469671,1791.1725,138.5,1.3,1.955,0,6,15.735,12.53375
Li3Rh,-0.023338881,13.4637344,899.5175,131.5,1.3,1.305,0,2,15.735,20.40125
Li3Rh,-0.021033382,13.25059467,899.5175,131.5,1.3,1.305,0,2,15.735,20.40125
Sr3Li,0.07200627,47.00562992,900.9225,178.25,0.03,0.9575,0,0,1.215,25.24625
LiCa3,0.067862878,38.69332229,949.6725,164,0.02,0.995,0,0,1.398333333,25.38375
LiCa3,0.070148832,37.56563613,949.6725,164,0.02,0.995,0,0,1.398333333,25.38375
LiZn3,-0.085933487,14.96321128,632.9325,123.5,0.67,1.4825,0,7.5,18.51833333,10.44625
LiTl,-0.17654025,22.58354896,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
LiCd3,-0.108845192,20.13772898,559.0875,140,0.71,1.5125,0,7.5,17.015,11.57375
LiAl,-0.121857678,18.59399606,693.58,124.5,0.63,1.295,0.5,0,17.535,15.5675
LiTl,-0.164842579,23.00428905,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
Li3Ni,0.093283325,13.74529179,772.2675,127,0.93,1.2125,0,2,17.535,19.95125
Li3Ni,0.093812277,14.28735948,772.2675,127,0.93,1.2125,0,2,17.535,19.95125
Sr3Li,0.094700252,47.78536356,900.9225,178.25,0.03,0.9575,0,0,1.215,25.24625
LiGa3,-0.158397344,16.11300328,340.605,123.5,0.83,1.6025,0.75,7.5,16.215,12.17375
Li10Pb3,-0.221231545,19.87271531,487.5946154,132.1538462,1.35,1.291538462,0.461538462,2.307692308,17.34,20.33346154
LiGa3,-0.14874725,16.23394852,340.605,123.5,0.83,1.6025,0.75,7.5,16.215,12.17375
CaCd2Pd,-0.487167391,22.50533774,1032.8725,150.75,1.2,1.645,0,7.5,20.93333333,11.29333333
CaBiPd,-0.807356004,24.29538298,1162.483333,154.3333333,1.2,1.74,1,6.666666667,25.33333333,10.31111111
SrTl2Pd,-0.434664682,25.96616307,1008.0125,156,1.25,1.5975,0.5,7.5,20.75,11.3625
LiGa2Pd,-0.534250167,14.29299568,721.89,127.75,1.22,1.7,0.5,7.5,19.535,11.34375
CaZnPd,-0.637904127,20.02839227,1211.91,145.6666667,1.2,1.616666667,0,6.666666667,20.93333333,12.11666667
Mg2PdPt,-0.793622618,15.51367238,1428.8625,139.25,0.97,1.775,0,4.75,5.966666667,8.208333333
SrIn2Pd,-0.592311737,24.78913291,934.3875,154.5,1.25,1.6775,0.5,7.5,20.75,12.4125
SrIn4Pd,-0.440938871,24.76119401,766.175,150.3333333,1.25,1.711666667,0.666666667,8.333333333,20.75,11.49166667
Li3(ZnSn2)2,-0.254041627,21.56116758,529.6388889,131.5555556,0.98,1.564444444,0.888888889,6.666666667,18.51833333,12.54203704
LiZnAu2,-0.444158043,15.05758238,955.2575,130.5,1.56,1.9275,0,7.5,18.535,10.43791667
ZnGaNi2,-0.334997109,11.74731838,1112.8975,123,0.26,1.82,0.25,9,2.303333333,6.884166667
MgZnRh2,-0.424821789,13.97675095,1522.42,136.75,0.97,1.88,0,6.5,4.95,8.445833333
Zn2NiRh,-0.340631965,12.53326681,1337.59,127.5,0.63,1.8725,0,9,2.783333333,6.758333333
Ca2ZnGa3,-0.483226439,20.85850608,638.5683333,140,0.81,1.513333333,0.5,6.666666667,19.91666667,13.60722222
CaZn3Ni2,-0.315994454,15.43741403,1108.173333,131.6666667,0.91,1.628333333,0,7.666666667,19.91666667,9.463888889
Sr2(ZnAu2)3,-0.55010025,21.3911995,1109.274545,142.9090909,1.59,2.008181818,0,8.181818182,19.75,9.395454545
Sr(ZnSn)2,-0.391499127,24.29271232,689.104,143.4,1.01,1.634,0.8,8,19.73333333,10.26066667
Ca2CdGa,1.186926053,366.0936822,781.7825,154.5,0.81,1.375,0.25,5,18.41333333,16.72666667
CdGaPd2,1.101213966,218.0669036,1138.3075,136,0.51,1.975,0.25,10,3.32,6.26
Li2CdRh,1.40402349,183.1799512,934.65,135.5,1.3,1.4825,0,4.5,17.015,16.1475
CdSnPd2,1.174848464,225.2145197,1188.85,140.25,0.51,2.0125,0.5,10,2.52,5.995
Ca2AlCd,1.364942398,371.5423476,939.4225,154.25,0.69,1.325,0.25,2.5,18.93333333,16.39666667
Mg2CdPt,1.163092623,258.2636522,1120.405,140.5,0.97,1.6475,0,4.75,4.266666667,8.838333333
LiCd2Ir,1.597685918,253.4416525,1095.2825,139.25,1.22,1.64,0,6.75,17.015,11.64375
MgCdPd2,1.250072041,227.8640483,1293.33,140.75,0.89,1.85,0,7.5,5.966666667,6.921666667
Cd2PdPt,1.490152243,231.0733312,1264.4725,140.75,0.59,1.965,0,9.75,2.52,6.485
Mg2CdRh,1.542628363,332.9895388,1169.305,142,0.97,1.6475,0,4.5,3.446666667,9.363333333
CdPd2Au,1.601165805,226.2795138,1396.9125,139.5,0.85,2.1575,0,10,2.52,5.68
CdCuPd2,1.749445425,217.5268137,1402.0225,138.5,0.51,1.9975,0,10,2.52,5.7675
Mg2CdIr,1.776777515,283.7233612,1294.805,141.75,0.89,1.6275,0,4.25,3.446666667,9.113333333
CdCu2Rh,2.0377044,200.9240446,1386.69,137.5,0.59,1.9425,0,9.5,2.45,7.055
MgCdPt2,1.615135424,223.4438831,1400.005,139.25,0.97,1.89,0,7,4.266666667,7.771666667
CdRh2Pb,2.060442085,248.4099939,1417.2075,143.5,0.64,2.145,0.5,9,1.605,7.87875
CdPd2Pt,1.991339735,219.9533802,1572.93,139.5,0.59,2.0925,0,9.75,2.52,5.855
ZnCdRh2,2.099868664,215.6597493,1440.225,137.5,0.63,1.975,0,9,2.783333333,7.584166667
CaGa3Pt,-0.654726747,19.32778519,813.026,135.6,1.28,1.742,0.6,7.8,19.23333333,11.31866667
Bi2PdPt,-0.304879255,22.82640066,1239.5625,142.75,0.26,2.13,1.5,9.75,6.1,3.025
GaNi2Pt,-0.377416704,12.50193815,1450.0775,126.5,0.47,1.9775,0.25,8.75,1.62,7.055
Mg4AlZn11,0.057260368,17.77765959,765.309375,126.6875,0.34,1.5625,0.0625,6.875,4.95,7.115625
Mg2Al4Zn3,0.089799852,19.34389683,850.88,125.7777778,0.34,1.556666667,0.444444444,3.333333333,4.95,7.353703704
Mg2AgRh,-0.362776733,16.06631911,1329.4825,142.25,0.97,1.7075,0,4.5,3.776666667,9.280833333
CaAgSn,-0.522042602,25.11207556,951.67,153.3333333,0.96,1.63,0.666666667,6.666666667,18.74333333,13.26111111
SrAl3Ag,-0.297251677,21.71264048,1017.068,140.6,0.98,1.542,0.6,2,18.75,10.588
Li2TlAg,-0.236424752,18.031295,679.8275,136.5,0.95,1.3775,0.25,5,17.345,15.8025
Li2AgSn,-0.367986953,17.45563423,661.8475,135,0.98,1.4625,0.5,5,17.345,15.68
Cd2AgRh,-0.093717676,17.43879416,1165.0925,143.75,0.59,1.8975,0,9.5,1.61,7.5575
SrAgBi,-0.696440603,30.36020059,943.11,162.6666667,1.07,1.633333333,1,6.666666667,25.15,10.98
Li2AgPd,-0.310142087,13.90116382,992.59,135,1.22,1.5225,0,5,19.535,15.115
LiGa2Rh,-0.550842277,13.54768898,824.1275,128.5,1.3,1.72,0.5,7,16.215,12.29375
LiCd2Ag,-0.208504015,18.21354972,719.265,140.25,0.95,1.5725,0,7.5,17.345,11.49125
LiHgPd2,-0.352852471,15.93297498,1086.0275,134.5,1.22,1.845,0,7.5,19.535,9.82375
LiBiRh2,-0.301772305,15.58804286,1368.0225,140,1.3,1.89,0.75,6.5,23.935,10.48375
LiInAu2,-0.458102387,17.51748853,889.525,135.5,1.56,1.96,0.25,7.5,18.535,11.39625
LiMgPd2,-0.61692423,14.39199017,1258.1975,136.75,1.22,1.6725,0,5,19.535,11.17541667
LiAl2Pd,-0.666660454,13.86743318,1037.17,127.25,1.22,1.6,0.5,2.5,19.535,10.68375
LiCd2Pt,-0.409395571,17.20517083,920.8825,138,1.3,1.66,0,7.25,17.835,11.36875
LiCd2Au,-0.367566477,18.06481842,744.865,138,1.56,1.725,0,7.5,18.535,11.19375
Sr2LiTl,-0.282441952,34.34714013,782.6725,165.75,0.67,1.125,0.25,2.5,18,20.74625
LiCdHg2,-0.21375085,20.58890235,379.1375,134,1.02,1.6675,0,7.5,18.975,10.59375
LiCd2Rh,-0.283306772,16.64977573,969.7825,139.5,1.3,1.66,0,7,17.015,11.89375
LiIn2Ir,-0.419264767,17.0421966,1013.0475,138.25,1.22,1.685,0.5,6.75,16.735,12.80875
LiInPd2,-0.612904544,15.60250699,1134.885,137,1.22,1.79,0.25,7.5,19.535,10.89625
Ca4ZnAg3,-0.307850737,26.86951224,1107.18375,157.625,0.93,1.43,0,5,19.91666667,16.215
Mg17Al11Ag,-0.018628988,20.09171995,937.7275862,133.5517241,0.62,1.445172414,0.379310345,0.344827586,3.966666667,9.13183908
Mg16Al12Ag,-0.018759697,19.88380652,938.0886207,132.862069,0.62,1.455517241,0.413793103,0.344827586,3.966666667,8.995057471
Al3Pd2,-0.812340916,15.89498073,1291.302,128.2,0.59,1.846,0.6,4,2,6
Mg3Pd,-0.398731527,19.16105289,1149.2625,140.5,0.89,1.5325,0,2.5,5.966666667,9.275
Mg3Pd5,-0.637176409,15.35971172,1488.65625,139.75,0.89,1.86625,0,6.25,5.966666667,7.0375
In3Pd2,-0.544883318,20.04865931,989.07,140.8,0.42,1.948,0.6,10,4.85,7.71
SnPd2,-0.519858699,16.86365679,1387.06,139,0.24,2.12,0.666666667,10,2.26,5.553333333
Ag3Pd,-0.066776291,16.64018171,1383.21,143.5,0.27,1.9975,0,10,2.19,6.4425
Zn2Pd,-0.437536906,14.04133923,1071.136667,127.6666667,0.55,1.833333333,0,10,1.016666667,5.477777778
HgPd3,-0.135616336,16.24210917,1429.6175,137.25,0.2,2.15,0,10,0.56,4.94
TlPd3,-0.237091309,16.60950289,1515.2875,140.5,0.58,2.055,0.25,10,2.75,5.4875
BiPd3,-0.233392614,17.33358828,1507.1375,141.25,0.18,2.155,0.75,10,4.4,3.7
Al3Pd5,-0.857533224,14.2980397,1492.5825,132.25,0.59,1.97875,0.375,6.25,2,5.55
Li2Pd,-0.359667228,13.67973906,911.81,131.6666667,1.22,1.386666667,0,3.333333333,19.535,17.82333333
In3Pd5,-0.567809499,16.82153759,1303.6875,140.125,0.42,2.0425,0.375,10,4.85,6.61875
Mg5Pd2,-0.450578345,18.83433585,1181.585714,140.4285714,0.89,1.564285714,0,2.857142857,5.966666667,9.061904762
PdPt3,-0.035304807,15.22645609,1988.0625,136.75,0.08,2.26,0,9.25,1.7,6.075
Cu3Pd,-0.099534914,12.37022625,1475.34,133.75,0.3,1.975,0,10,1.35,5.8125
Ga7Pd3,-0.410705773,16.97052415,760.452,127.1,0.39,1.927,0.7,10,3.32,7.124
MgPd5,-0.332213634,15.16856134,1677.208333,139.3333333,0.89,2.051666667,0,8.333333333,5.966666667,5.794444444
InPd3,-0.492223714,16.06132129,1478.475,139.75,0.42,2.095,0.25,10,4.85,6.0125
CdPd3,-0.259304325,15.97966956,1519.5925,140.25,0.51,2.0725,0,10,2.52,5.43
AlPd,-0.935601805,14.40027171,1380.76,130,0.59,1.905,0.5,5,2,5.8
ZnPd2,-0.462197474,14.41470502,1449.593333,133.3333333,0.55,2.016666667,0,10,1.016666667,5.138888889
NaPd3,0.000252915,15.72273561,1463.755,145.75,1.27,1.8825,0,7.5,19.31,9.6275
Ga3Pd7,-0.588299556,14.70199299,1370.508,133.9,0.39,2.083,0.3,10,3.32,5.796
Na3Cd,-0.014539306,29.54260732,426.7075,160.5,0.76,1.12,0,2.5,16.79,19.9125
Na2Cd11,-0.03453824,22.8393056,559.8584615,147.3846154,0.76,1.573076923,0,8.461538462,16.79,9.903076923
Na3Cd,-0.01363122,29.20146104,426.7075,160.5,0.76,1.12,0,2.5,16.79,19.9125
Na3Pd,0.005685118,23.70988827,735.165,159.25,1.27,1.2475,0,2.5,19.31,19.2825
NaIn3,-0.147980895,25.4820079,415.03,148,0.85,1.5675,0.75,7.5,14.46,13.265
Na3Tl,-0.094140162,29.33863563,422.4025,160.75,0.69,1.1025,0.25,2.5,16.56,19.97
NaIn3,-0.146254847,25.30457919,415.03,148,0.85,1.5675,0.75,7.5,14.46,13.265
NaMg149,0.010844299,22.48617079,919.3191333,141.1666667,0.38,1.307466667,0,0,13.34333333,10.85562222
Na3Tl,-0.09214618,29.84003688,422.4025,160.75,0.69,1.1025,0.25,2.5,16.56,19.97
Na3Hg,-0.137825918,28.28443052,336.7325,157.5,1.07,1.1975,0,2.5,18.75,19.4225
NaHg3,-0.197312286,24.53562391,268.4575,140.5,1.07,1.7325,0,7.5,18.75,10.0475
Na3Bi,-0.482477011,27.33335158,414.2525,161.5,1.09,1.2025,0.75,2.5,23.71,18.1825
NaTl3,-0.081453172,30.39191122,525.4675,150.25,0.69,1.4475,0.75,7.5,16.56,11.69
Na7Sn12,-0.187318514,31.02792906,455.6342105,148.9473684,1.03,1.580526316,1.263157895,6.315789474,17.05,13.34157895
Na3Pd,0.017986993,22.85006535,735.165,159.25,1.27,1.2475,0,2.5,19.31,19.2825
Na3Tl,-0.085402305,29.56047923,422.4025,160.75,0.69,1.1025,0.25,2.5,16.56,19.97
NaHg3,-0.193960483,24.9844896,268.4575,140.5,1.07,1.7325,0,7.5,18.75,10.0475
Na3Hg,-0.132744349,27.53600613,336.7325,157.5,1.07,1.1975,0,2.5,18.75,19.4225
Na3Hg,-0.130422929,27.69050178,336.7325,157.5,1.07,1.1975,0,2.5,18.75,19.4225
NaSn5,-0.071925608,29.96129091,482.7116667,143.5,1.03,1.788333333,1.666666667,8.333333333,17.05,9.901666667
Na3Tl,-0.080652255,29.57871828,422.4025,160.75,0.69,1.1025,0.25,2.5,16.56,19.97
Na3Tl4,-0.121669005,31.09389486,488.6585714,154,0.69,1.324285714,0.571428571,5.714285714,16.56,14.64714286
Na5Sn13,-0.123300693,31.95312857,467.7994444,146.5,1.03,1.673888889,1.444444444,7.222222222,17.05,11.79611111
Na3Sn,-0.18876372,27.49521731,404.4225,159.25,1.03,1.1875,0.5,2.5,17.05,19.8475
Na3In,-0.091508852,29.03984071,385.59,160,0.85,1.1425,0.25,2.5,14.46,20.495
NaLi3,0.040659859,25.01447771,432.985,137.5,0.05,0.9675,0,0,0.225,24.27875
Na3Au,-0.179823103,23.62810902,612.485,158.5,1.61,1.3325,0,2.5,18.31,19.5325
NaLi3,0.043194687,24.92844603,432.985,137.5,0.05,0.9675,0,0,0.225,24.27875
Na3Au,-0.179612092,23.65021277,612.485,158.5,1.61,1.3325,0,2.5,18.31,19.5325
NaTl,-0.122417388,29.27037809,473.935,155.5,0.69,1.275,0.5,5,16.56,15.83
Na3Au,-0.177894747,24.55940067,612.485,158.5,1.61,1.3325,0,2.5,18.31,19.5325
Na3Sn,-0.18092817,27.30402121,404.4225,159.25,1.03,1.1875,0.5,2.5,17.05,19.8475
NaTl,-0.120190758,29.49860626,473.935,155.5,0.69,1.275,0.5,5,16.56,15.83
Na3Hg2,-0.183065784,26.16099974,316.25,152.4,1.07,1.358,0,4,18.75,16.61
Na3In,-0.08199858,29.44235418,385.59,160,0.85,1.1425,0.25,2.5,14.46,20.495
NaMg15,0.052847097,23.35787326,888.491875,142.5625,0.38,1.28625,0,0,13.34333333,11.600625
NaTl,-0.112446968,29.49924249,473.935,155.5,0.69,1.275,0.5,5,16.56,15.83
NaSr3,0.069145784,52.85651438,880.2175,187.75,0.02,0.945,0,0,1.44,25.19
NaAg3,0.013203913,19.33157227,1018.915,150.25,1,1.68,0,7.5,17.12,11.27
Mg3Au,-0.176622045,22.11722675,1026.5825,139.75,1.23,1.6175,0,2.5,4.966666667,9.525
SrMg,0.148471291,39.84819261,986.5,168,0.36,1.13,0,0,14.78333333,18.15833333
Mg2Ni,0.064661997,19.24816999,1191.333333,135.3333333,0.6,1.51,0,2.666666667,3.966666667,9.444444444
Mg2Sn,0.052833627,24.24284162,783.6933333,140.3333333,0.65,1.526666667,0.666666667,3.333333333,3.706666667,9.531111111
Sr2CdPb,-0.48391351,33.74147512,823.7075,170,1.38,1.48,0.5,5,18.555,16.35375
Li2PdPb,-0.436553587,16.94250672,834.01,135.25,1.35,1.6225,0.5,5,19.535,15.11625
Na2CdPb,-0.132594956,24.91574702,484.1425,155.5,1.4,1.47,0.5,5,17.115,15.63375
Li2AgPb,-0.265067092,18.65006146,685.73,136.75,1.35,1.555,0.5,5,17.345,15.66375
CaPtPb,-0.686353177,24.39987747,1252.336667,152.6666667,1.33,1.87,0.666666667,6.333333333,19.23333333,13.07611111
LiMgPb2,-0.168886152,24.30164234,644.4775,140.25,1.35,1.7375,1,5,17.34,12.27291667
Li2CaPb,-0.418397809,21.2560431,655.7475,144.5,1.35,1.3225,0.5,2.5,18.73833333,20.34958333
Ca2(TlPb)3,-0.287528218,28.977886,720.35375,153.125,1.33,1.73125,1.125,7.5,18.73833333,11.88770833
Ca43Al16Pb13,-0.419006121,30.84158217,981.7840278,158.3611111,1.33,1.375694444,0.583333333,1.805555556,18.93333333,18.14261574
Li2TlPb,-0.24842717,21.25596179,521.2475,136.75,1.35,1.4775,0.75,5,17.34,15.80375
CaZnPb,-0.377030583,24.88427791,802.7633333,148,1.33,1.66,0.666666667,6.666666667,19.91666667,12.84833333
CaInAg2,-0.312169445,21.56362023,1003.6525,152,0.93,1.66,0.25,7.5,18.74333333,12.34083333
Ca2AgPd,-0.461979811,23.31363776,1323.245,159,1.2,1.5325,0,5,20.93333333,15.81416667
AgPd2Au,-0.051216159,16.1391867,1557.09,139.75,0.61,2.2175,0,10,2.19,5.5975
LiMgIr,0.239636139,18.58619268,1371.896667,136.6666667,1.22,1.496666667,0,2.333333333,16.735,14.23388889
Sr2PdAu,-0.650054065,27.84260103,1316.345,166.25,1.59,1.66,0,5,20.75,15.425
Sr3(AlIn2)2,-0.337009814,29.11039659,748.4377778,155,0.83,1.465555556,0.666666667,4.444444444,18.75,14.31666667
Sr4Pt,-0.170831044,50.24992496,1248.28,183.2,1.33,1.216,0,1.8,19.05,21.74
Hg3Pt,0.152822129,20.47196203,686.09,133,0.28,2.07,0,9.75,1.14,5.645
PtPb,-0.039621427,23.48404736,1321.005,141,0.05,2.305,1,9.5,0.495,6.7475
Ga3Pt,-0.164990773,16.96871026,737.5325,125.5,0.47,1.9275,0.75,9.75,1.62,7.715
In2Pt,-0.31770439,24.7121335,966.9666667,140,0.5,1.946666667,0.666666667,9.666666667,3.15,8.6
Hg3Pt,0.181487724,20.49631281,686.09,133,0.28,2.07,0,9.75,1.14,5.645
Ga3Pt,-0.152738736,16.81679788,737.5325,125.5,0.47,1.9275,0.75,9.75,1.62,7.715
Ga3Pt,-0.148788494,17.1070491,737.5325,125.5,0.47,1.9275,0.75,9.75,1.62,7.715
Al21Pt5,-0.274580069,16.24764387,1146.533462,123.8846154,0.67,1.738846154,0.807692308,1.730769231,0.3,6.742307692
In3Pt,-0.119607839,21.91872457,832.6625,140.5,0.5,1.905,0.75,9.75,3.15,8.8625
